brickid,brickname,objid,type,ra,dec,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,X,Y
27529,0495m665,11387,PSF,49.47107881959329,-66.53399257759489,0.1040228,1.6046968,3.091658,4.4248095,5.7288437,1.4332058,1.3029188,1.1850618,1.276666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.986517,21.27452,20.885263,20.604832,21.16008,,17.24703,,0.7119961,0.38925743,0.6696892,0.28043175,1440.3342632548338,424.2287758471463
27529,0495m665,21249,PSF,49.64377933036178,-66.47334230765848,0.11057642,0.31990913,2.1583648,4.426486,6.351752,1.4468659,1.3410187,1.1438924,1.2429237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.737432,21.664688,20.884851,20.492765,20.954748,19.337442,17.036081,13.351467,2.0727444,0.77983665,1.1719227,0.39208603,493.6901397686788,1256.956452474616
27529,0495m665,10848,PSF,49.46287546724685,-66.52300813968488,0.10543428,0.49378908,2.3052964,4.4277344,5.806378,1.427721,1.3024509,1.1850618,1.276666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.266146,21.593184,20.884546,20.590237,,19.4093,,,1.6729622,0.70863724,1.0029469,0.29430962,1485.3463166036581,575.1250680965543
27529,0495m665,7935,PSF,49.415699595211,-66.5248889631598,0.10399719,6.930983,5.4516206,4.4283004,3.5303018,1.4389127,1.3185244,1.1850618,1.2737088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.398012,20.658686,20.884407,21.13047,,,,,-0.26067352,-0.22572136,-0.4717846,-0.24606323,1743.542532712862,548.9664211378353
27529,0495m665,18618,PSF,49.59772388067835,-66.47398563382644,0.11045705,0.2449707,1.9880865,4.429356,6.3951397,1.4468659,1.3410187,1.1438924,1.2429237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.027214,21.753912,20.884148,20.485374,,,,13.227048,2.273302,0.8697643,1.2685375,0.3987732,746.3091215785272,1248.5420981906018
27529,0495m665,12438,PSF,49.48713763653861,-66.51011488486326,0.10782107,0.77595615,2.4147255,4.429406,5.887469,1.4113443,1.276542,1.1829005,1.2767808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.775408,21.542831,20.884136,20.575178,22.831415,22.301073,,13.031818,1.2325764,0.6586952,0.9676533,0.30895805,1352.6173852931117,752.370505691873
27529,0495m665,16283,PSF,49.55294047136644,-66.47751310099154,0.11046758,3.2034132,3.9665537,4.4298306,5.245244,1.4253722,1.3198797,1.1438924,1.2429237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.235968,21.003967,20.884031,20.700586,20.126328,,18.315163,14.965414,0.23200035,0.11993599,0.30338097,0.18344498,991.9623367184,1200.3080393600414
27529,0495m665,19074,PSF,49.60550226729958,-66.47090615296317,0.11062529,0.19293055,2.186665,4.4329505,6.518788,1.4468659,1.3410187,1.1438924,1.2429237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.286497,21.650545,20.883268,20.464582,,,,13.161155,2.635952,0.76727676,1.1859627,0.4186859,703.5859873231625,1290.796798650978
27529,0495m665,18951,PSF,49.6034841488113,-66.46899865999,0.1107377,2.035635,3.2633965,4.4365335,5.9419746,1.4468659,1.3410187,1.1438924,1.2429237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.72825,21.215826,20.882391,20.565172,18.209913,18.525097,15.984614,,0.51242447,0.33343506,0.65065384,0.31721878,714.6192674202359,1317.0223671587764
27529,0495m665,16596,PSF,49.55900476511306,-66.51682695849165,0.10742595,1.8665653,3.4587307,4.4366965,5.1491075,1.4262811,1.300425,1.1788741,1.2718848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.822392,21.152708,20.88235,20.72067,20.14458,21.612247,,,0.66968346,0.27035713,0.43203735,0.16168022,959.0817824540482,660.0962041153168
27529,0495m665,19077,PSF,49.60557193372752,-66.54414761763088,0.10257092,0.6872625,2.4909244,4.443915,5.8724613,1.4088466,1.2393738,1.1373346,1.1720815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.907194,21.509098,20.880585,20.57795,21.87949,,20.329271,15.398785,1.3980961,0.62851334,0.9311485,0.3026352,704.6537965876965,284.4256731945936
27529,0495m665,17852,PSF,49.58273881867416,-66.49880088524253,0.10873734,1.8553658,3.4524708,4.4549317,4.924182,1.41232,1.313997,1.1964581,1.2420211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.828926,21.154675,20.877897,20.769165,20.899391,,17.611477,,0.67425156,0.27677727,0.3855095,0.10873222,828.8645491384856,907.667527260119
27529,0495m665,14870,PSF,49.52796992520259,-66.521371936867,0.10666399,3.8505468,4.498016,4.4569635,4.7299113,1.4262811,1.300425,1.1788741,1.2718848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.036194,20.867447,20.877401,20.812868,20.305073,22.029463,,14.033104,0.16874695,-0.0099544525,0.05457878,0.06453323,1129.0190565690764,597.7220907928602
27529,0495m665,21591,PSF,49.64945934876744,-66.4846259697501,0.10977408,5.349892,5.12039,4.4751234,4.590748,1.4253722,1.3198797,1.1654702,1.2429237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.679138,20.726742,20.872988,20.845291,,,18.264627,,-0.047603607,-0.14624596,-0.11854935,0.02769661,462.8683824153451,1101.8486927855313
27529,0495m665,9643,PSF,49.44480067992478,-66.52267897538898,0.10508329,0.8062612,2.6190429,4.4830894,5.6860085,1.4389127,1.3185244,1.1850618,1.276666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.73381,21.454643,20.871056,20.612982,20.725513,,,,1.2791672,0.58358765,0.84166145,0.2580738,1584.2916146050402,579.5501806680707
27529,0495m665,16379,PSF,49.55481571175822,-66.49041950633345,0.10953195,2.107558,3.011554,4.490375,5.85122,1.445672,1.3491709,1.1748722,1.2401316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.690552,21.303024,20.869293,20.581884,18.885918,19.283924,17.499767,13.644728,0.38752747,0.43373108,0.7211399,0.28740883,981.7900691387827,1022.9618247951814
27529,0495m665,13390,PSF,49.50198588496725,-66.55360534690215,0.1007586,0.28013247,2.6741412,4.49175,5.8591347,1.3885994,1.1871195,1.0603311,1.1597103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.881592,21.43204,20.868961,20.580416,22.52222,20.805653,,12.57163,2.4495525,0.5630779,0.85162354,0.2885456,1271.1671489069129,154.8187697105443
27529,0495m665,19470,PSF,49.61240513338907,-66.48045034355951,0.11003171,2.9422443,4.1779675,4.4994836,4.6946135,1.4253722,1.3198797,1.1438924,1.2429237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.328302,20.947588,20.867094,20.821001,21.605988,22.267252,,12.423354,0.38071442,0.08049393,0.12658691,0.046092987,665.9243666396789,1159.5987594951969
27529,0495m665,18360,PSF,49.59264878321838,-66.5311900856323,0.10522449,0.3836166,2.386493,4.5019045,6.241158,1.4262811,1.2973998,1.1788741,1.2718848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.540257,21.5556,20.866508,20.511837,19.263903,,,14.389496,1.9846573,0.6890907,1.0437622,0.35467148,775.1144657640234,462.5626193015515
27529,0495m665,18766,PSF,49.60027071991131,-66.47627722950538,0.1103147,1.8781953,4.093505,4.504215,4.2248354,1.4468659,1.3198797,1.1438924,1.2429237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.815649,20.96976,20.865952,20.935476,,,,,0.84588814,0.10380936,0.03428459,-0.069524765,732.3831340430241,1217.0358891993233
27529,0495m665,13497,PSF,49.50364545629853,-66.5100932456425,0.10802767,3.8695605,4.232964,4.5132623,4.369277,1.3798053,1.2214954,1.1622853,1.2818524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.030846,20.933388,20.863773,20.898975,21.237852,22.121155,,12.54423,0.097457886,0.06961441,0.034412384,-0.035202026,1262.2079079789114,752.697019943487
27529,0495m665,17183,PSF,49.56976658233094,-66.50954488739677,0.10794464,1.6701692,2.7141755,4.514657,7.1135974,1.4095949,1.274322,1.1964581,1.2709345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.943098,21.415905,20.863438,20.369778,18.082449,18.581963,17.64187,16.228498,0.52719307,0.55246735,1.0461273,0.49365997,900.0708592922065,760.1091123756079
